NCT Number,Study Title,Study URL,Brief Summary
NCT06585696,A Phase 3 Clinical Study to Evaluate the Efficacy and Safety of Botulinum Toxin Type A for Injection (CU-20101),https://clinicaltrials.gov/study/NCT06585696,"This is a Phase 3 clinical study to evaluate the efficacy, safety, and immunogenicity of single/repeated injections of CU-20101 in the treatment of moderate to severe glabellar lines. The study consisted of a 7-day screening period, Study Part 1 (randomized double-blind controlled study) and Period 2 (open-label study). Part I was a multicenter, randomized, double-blind, single-injection, active-drug parallel-controlled, non-inferiority design clinical study to evaluate the efficacy, safety, and immunogenicity of CU-20101 in the treatment of moderate to severe glabellar stria compared with a single injection of Botox®; part 2 was an open-label study to evaluate the efficacy, safety, and immunogenicity of repeated injections of CU-20101 in the treatment of moderate to severe glabellar lines."
NCT06585670,Mindfulness Approach for Reducing Anxiety and Gloom in Ocular Inflammatory Diseases,https://clinicaltrials.gov/study/NCT06585670,"The proposed study is a block-randomized, controlled trial to evaluate the effects of a digital meditation and mindfulness practice on mental health in patients with non-infectious uveitis."
NCT06585618,A Multicenter Pediatric Deep Brain Stimulation Registry,https://clinicaltrials.gov/study/NCT06585618,"There is limited data on outcomes for children who have undergone deep brain stimulation (DBS) for movement disorders, and individual centers performing this surgery often lack sufficient cases to power research studies adequately. This study aims to develop a multicenter pediatric DBS registry that allows multiple sites to share clinical pediatric DBS data. The primary goals are to enable large-scale, well-powered analyses of the safety and efficacy of DBS in the pediatric population and to further explore and refine DBS as a therapeutic option for children with dystonia and other hyperkinetic movement disorders. Given the current scarcity of evidence available to clinicians, this centralized multicenter repository of clinical data is critical for addressing key research questions and improving clinical practice for pediatric DBS."
NCT06585605,A Retrospective Survey-based Multicenter Study to Delineate the Molecular and Phenotypic Spectrum of Epilepsy-dyskinesia Syndromes,https://clinicaltrials.gov/study/NCT06585605,"The Epilepsy-Dyskinesia Study aims to advance the understanding of the clinical and molecular spectrum of epilepsy-dyskinesia syndromes, monogenic diseases that cause both movement disorders and epilepsy. Addressing challenges in rare disease research -such as small, geographically dispersed patient populations and a lack of standardized protocols- the study employs a multinational retrospective survey endorsed by the International Parkinson and Movement Disorder Society. This survey seeks to collect comprehensive data on clinical features, disease progression, age of onset, genetic variants, and concurrent neurological conditions, standardizing data collection across countries to provide a unified understanding of these conditions. Through retrospective review and molecular data analysis, the study aims to identify patterns and correlations between movement and seizure disorders, uncovering genotype-phenotype relationships. The initiative\&#39;s goals are to enhance understanding of epilepsy-dyskinesia syndromes, inform precision medicine approaches, and foster international collaboration."
NCT06585540,A Pilot Study to Evaluate Barhemsys for the Prevention of Postoperative Nausea and Vomiting in the Bariatric Surgery Population,https://clinicaltrials.gov/study/NCT06585540,To assess the effectiveness of Amisulpride to treat Post Operative Nausea and Vomiting (PONV) and to assess the effectiveness of Amisulpride to prevent PONV following bariatric surgery.
NCT06585527,Clinical Study on the Safety and Efficacy of TS-2021 in the Treatment of Recurrent Malignant Glioma,https://clinicaltrials.gov/study/NCT06585527,"The goal of this clinical trial is to evaluate the safety and efficacy of oncolytic virus TS-2021 in the treatment of recurrent malignant glioma.About 30 eligible participants with recurrent malignant glioma will :

* Be intratumoral injected the TS-2021 oncolytic virus to study its safety and efficacy.
* Be followed for 1 year after the injection to complete imaging studies, neurological function tests, and report adverse events.

Using the data obtained during the follow-up period, researchers will conduct statistical analyses and evaluate the safety and efficacy of oncolytic virus TS-2021."
NCT06585462,Single and Multiple Ascending Dose Study of AMG 513 in Participants With Obesity,https://clinicaltrials.gov/study/NCT06585462,The primary objective of this study is to assess the safety and tolerability of AMG 513 after single and multiple doses.
NCT06585345,Clinical Study on the Safety and Efficacy of CD7 CAR-T Cell in Patients With Relapsed/Refractory Acute Leukemia,https://clinicaltrials.gov/study/NCT06585345,"Acute leukemia is a malignant clonal disease of hematopoietic stem cells. At present, the treatment for acute leukemia is relatively limited, and it is still based on high-intensity chemotherapy drug therapy and hematopoietic stem cell transplantation. The prognosis of recurrent and refractory acute leukemia is poor, and there is a lack of effective treatment plan. CD7 is a specific target on the surface of T cells, and CD7 CAR-T is expected to provide a new therapeutic path for patients with relapsed refractory acute leukemia.This is an open, single-arm, single-center, prospective clinical study. The main objective of the clinical study is to evaluate the clinical safety and tolerability of CD7 CAR-T in the treatment of acute leukemia."
NCT06585332,Handgrip and Respiratory Dysfunction in HD Patients.,https://clinicaltrials.gov/study/NCT06585332,"Hereditary neurodegenerative diagnosis of Huntington's disease (HD) is associated with a progressive deterioration of the respiratory system function . This fact contributes strongly to the increased risk of aspiration pneumonia as a primary cause of death in people with HD. But regularly objective monitoring of the airway system condition is in common clinical practice almost impossible for high time requirements and the need for specialized expensive devices . This drives the need for a simpler and more cost-effective screening tool. In recent years published studies, working with all ages and genders, show correlation between hand grip strength (HGS) and respiratory parameters. As a second simple screening tool, we chose a short questionnaire called the Index of pulmonary dysfunction."
NCT06585306,High-flow Nasal Oxygen Therapy in Obese Patients Undergoing Sedative Gastroscopy,https://clinicaltrials.gov/study/NCT06585306,"Obese patients often have fat accumulation in the head and neck, increased soft tissue in the oropharynx, decreased lung compliance, decreased lung volume and residual volume, and some obese patients also suffer from obstructive sleep apnea. Therefore, obese patients may experience hypoxemia during sedative gastroscopy. High-flow nasal cannula oxygen therapy (HFNC) can provide patients with high-flow (20-70 L/min) and adjustable oxygen concentration (21%-100%) through a special nasal prong catheter. It has the function of warming and humidifying the air, relieving pressure on the nasal mucosa, maintaining airway patency and moisture, reducing the risk of nasal bleeding. In addition, HFNC can generate positive airway pressure (3-7 cmH2O), increase end-expiratory volume, help with alveolar recruitment, prevent atelectasis, and reduce shunts. The flow rate of HFNC is positively correlated with the nasopharyngeal pressure. At a flow rate of 50 L/min, the nasopharyngeal pressure can exceed 3 cmH2O. Obese patients are prone to upper airway obstruction under sedation or anesthesia. The use of HFNC at 70 L/min perioperatively can reduce hypoxemia in patients, but discomfort in the nasopharynx may occur at this flow rate. The optimal flow rate for clinical use of HFNC has not been established. Meta-analysis shows that when the oxygen flow rate during painless esophagogastroduodenoscopy is greater than 30 L/min, it can significantly reduce the incidence of hypoxemia in patients. Therefore, for obese patients undergoing painless esophagogastroduodenoscopy, the investigators propose using HFNC at three different flow rates: 30 L/min, 50 L/min, and 70 L/min, to provide guidance on the optimal flow rate for clinical use of HFNC."
NCT06585254,tVNS in Long COVID-19,https://clinicaltrials.gov/study/NCT06585254,"A prior open label study has shown that transcutaneous vagus nerve stimulation \[tVNS\] can improve the health of some patients with postacute sequelae of SARS-CoV-2 infection (PASC), severely affected enough to also fulfill criteria for myalgic encephalomyelitis / chronic fatigue syndrome (ME/CFS). The purpose of this study is to compare two sets of stimulus parameters to determine the one that best improves the health-related quality of life of these patients over a period of 6-weeks. Patients using their assigned device for at least 30 of the 42 possible opportunities will receive the best device for an additional 6-week period."
NCT06585241,A Study to Investigate the Immunogenicity of mRNA COVID-19 Variant-containing Vaccine Formulations in Adults to Prevent COVID-19,https://clinicaltrials.gov/study/NCT06585241,The purpose of this study is to investigate the immunogenicity of mRNA COVID-19 variant-containing vaccine formulations against the vaccine matched variants and newly emerged variants of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in previously vaccinated adults.
NCT06585228,Detecting Cardiac Thrombi in Acute Ischemic Stroke on Cardiac CT Versus Transoesophageal Echocardiography,https://clinicaltrials.gov/study/NCT06585228,"Rationale:

Cardiac CT acquired during the acute stroke imaging protocol (acute cardiac CT) has recently been shown to have a superior diagnostic yield than transthoracic echocardiography, which is currently the most commonly used method to screen for structural sources of cardioembolism in patients with acute ischemic stroke. The most common finding on acute cardiac CT are cardiac thrombi located in the left atrium (LA) and specifically the left atrial appendage (LAA). The higher diagnostic yield of acute cardiac CT compared to TTE is partially explained because CT allows for better visualization of the LAA, but also because cardiac thrombi may dissolve in the first days after stroke. Whether acute cardiac CT is the optimal diagnostic modality for LA thrombi in stroke patients is unknown, since data comparing it to transoesophageal echocardiography (TEE), which is the reference standard to detect LA thrombi, are lacking. The general hypothesis of this study is that acute cardiac CT is the optimal method to detect LA thrombi in ischemic stroke patients, since TEE can miss LA thrombi that dissolve in the first days after stroke.

Objectives:

1. Determine whether acute cardiac CT has a higher diagnostic probability of detecting LA thrombi compared to TEE or repeated cardiac CT in the subacute phase of ischemic stroke by assessing the rate at which LA thrombi dissolve in the first days after ischemic stroke occurrence.
2. Determine the positive predictive value of acute cardiac CT compared to TEE for the detection of LA thrombi. Study design: Prospective, single-centre, observational cohort Study population: 39 patients of 18 years or older with acute ischemic stroke and a LA thrombus detected on cardiac CT acquired during the acute stroke imaging.

Main study parameters/endpoints:

1. Rate at which LA thrombi visualized on acute cardiac CT dissolve in the first days after ischemic stroke.
2. False-positive rate for detection of left atrial thrombi on acute cardiac CT compared to TEE. Nature and extent of the burden and risks associated with participation, benefit and group relatedness: Clinical and imaging patient data which are obtained as part of standard care will be prospectively collected after written informed consent. Patient with a LA thrombus on acute cardiac CT will undergo TEE for research purposes after obtaining written informed consent. TEE is semi-invasive and associated with a small risk of major complications (\<0.2%). Patients will also be exposed to additional radiation (1.4 mSV) due to sequential cardiac CT after TEE. The Radiation Dose Committee deemed this to be an intermediate risk. In a small minority of patients (\<10%), another cardiac CT will be acquired 2 minutes after this sequential cardiac CT to ensure a clear, final assessment of the presence of an atrial appendage thrombus. This will result in a total additional radiation of 3 mSV for the two additional cardiac CT's. The Radiation Dose Committee deemed this to be an intermediate risk. As part of standard care, patients will be contacted for follow-up evaluation by a trained stroke nurse at 90 days. As a result of ischemic stroke, some patients become incapacitated to an extent they are unable to give informed consent. In these cases, the legal representative will be asked for informed consent. Decreased leveI of consciousness or aphasia are typical clinical characteristics of cardioembolic stroke. Therefore, it is pivotal to also include incapacitated acute ischemic stroke patients. Excluding these patients from the study would render the study non-representative of the study's target population (acute ischemic stroke patients with cardioembolic stroke due to LA thrombus)."
NCT06585202,Study of ATI-2138 in Adult Participants with Moderate to Severe Atopic Dermatitis,https://clinicaltrials.gov/study/NCT06585202,This is a Phase 2 open label study of ATI-2138 in participants with moderate to severe atopic dermatitis.
NCT06585176,Epidemiological Studies and Risk Factor Analysis of GERD in Xiamen City,https://clinicaltrials.gov/study/NCT06585176,"Gastroesophageal Reflux Disease (GERD) is a condition characterized by the reflux of gastric and duodenal contents into the esophagus, primarily manifested by symptoms such as acid regurgitation and heartburn. GERD significantly affects patients' daily lives and health-related quality of life. Prolonged gastroesophageal reflux can lead to repeated irritation of the esophageal mucosa by gastric acid and acidic gastric contents, resulting in the replacement of normal squamous epithelium in the lower esophagus with metaplastic columnar epithelium. This pathological change, known as Barrett's Esophagus (BE), is considered a precancerous lesion for esophageal adenocarcinoma."
NCT06585124,Flow Cytometry for the Study of T-Cell Populations in Hemophagocytic Lymphohistiocytosis Associated With Lymphomas,https://clinicaltrials.gov/study/NCT06585124,"The goal of this study is to explore the associations between T cell activation and the occurrence of hemophagocytic lymphohistiocytosis (HLH) in patients with newly diagnosed lymphomas. The specific aims are:

Prediction of Lymphoma-Associated HLH (LA-HLH): Compare flow cytometric T cell activation markers with the H-score to predict LA-HLH.

Identification of new markers for predicting HLH in patients with aggressive lymphoma.

Description of the incidence rate of LA-HLH. Assessment of the outcomes of LA-HLH identified by flow cytometric analysis or the H-score.

This prospective, single-center observational study will include 150 patients newly diagnosed with aggressive lymphoma within one year. Peripheral blood samples will be taken at diagnosis alongside routine blood chemistry tests for flow cytometric analysis of the T-lymphocyte activation profile. Data on disease characteristics will be collected to calculate the H-score, HLH-2004 score, and OHI score for diagnosing HLH. The flow cytometry results will be compared with these scores to evaluate their effectiveness in diagnosing LA-HLH."
NCT06585085,Physical Activity and Sedentary Behavior During Pregnancy,https://clinicaltrials.gov/study/NCT06585085,"Our main objective is to evaluate the intervention that best enables women's adherence to physical activity (PA).

Our hypothesis is that identifying types of interventions suitable for pregnant women (in-person PA sessions, videoconferences or mixed format) could help improve their PA level and simultaneously reduce their sedentary behavior (SB)."
NCT06585007,Metastasis-directed Therapy in Oligoprogressive Castration-refractory Prostate Cancer,https://clinicaltrials.gov/study/NCT06585007,Evaluation of the impact of metastasis-directed therapy in patients with castration-refractory prostate cancer and a maximum of 5 progressive lesions.
NCT06584864,Bedside Ultrasound on the Effectiveness of Lumbar Puncture in Children.,https://clinicaltrials.gov/study/NCT06584864,"The aim of the study is to assess the influence of ultrasound examination of the lumbar spinal canal on the effectiveness of lumbar puncture. An open-label, randomized interventional study."
NCT06584851,3D-Microscopic Muscle Architecture in Cerebral Palsy,https://clinicaltrials.gov/study/NCT06584851,"The focus of this study is to understand and define the mechanisms of the altered muscle development and growth on a microscopic level within a long-term perspective in children with cerebral palsy and to relate these findings to muscle macroscopic properties defined by muscle imaging, to neuromuscular symptoms and to treatment.

This study aims to (1) evaluate intrinsic microscopic muscle properties of young growing children with CP, and (2) to evaluate these muscle properties in relation to macroscopic properties, neuromuscular symptoms and to treatment.

Improved understanding of changes in microscopic muscle properties, and how they relate to macroscopic properties and to the neuromuscular symptoms as well as how they are influenced by treatment, has the potential to delineate CP phenotypes prone to intervention and to optimize treatment protocols or develop new treatments, leading to new avenues for improving function in CP.

The method to study microscopic muscle properties involves analysis of muscle biopsies (histological / immunohistochemistry analysis, SC and IC culture, gene expression). Biopsies will be collected using the minimally invasive percutaneous needle microbiopsy technique, suitable for collecting repeated samples over time in the same individual while still leading to sufficient tissue of good quality for subsequent analysis1,2. For the children with CP, the local hospital's tradition of applying general anesthesia for delivering BTX injections will be exploited to collect the muscle samples prior to the BTX session and the one-year follow-up, or general anesthesia planned for orthopedic surgery or diagnostic imaging such as MRI, etc. For the collection of the samples 3 months before the BTX session, as well as 3 months and 6 months after BTX injections, the common approach for microbiospy collection will be applied, with local sedation on the skin (Rapydan©) and fascia (Xylocaine©) and local anesthesia by using Kalinox© (nitrous oxide in oxygen) under supervision of the University Hospital PROSA team. Biopsies of TD muscles will be collected in children with no history of neurological disorder, nor musculoskeletal problems at the level of the gastrocnemius or semitendinosus, at the time of upper limb orthopedic or trauma surgery and thus always under general anesthesia. Ultrasound guided percutaneous muscle biopsy has been performed in children (2 months-18 years)3,4 and has proven to be safe and well-tolerated. A pilot study (S61110) was conducted to confirm that the microbiopsy technique is suitable for the analysis of microscopic muscle properties and is well-tolerated in children with CP.

Two specific research goals are planned, with hypotheses emerging from literature."
NCT06584799,Venoactive Drug Treatment of Pelvic Venous Disorders,https://clinicaltrials.gov/study/NCT06584799,"Venoactive drug (VAD) therapy is one of the most effective methods of treating chronic venous diseases (CVD). Numerous studies have proven its high efficacy in relieving symptoms of CVD, such as leg pain and swelling, leg heaviness and fatigue. Pelvic venous disorders (PeVDs) represent a group of pathological conditions including varicose veins of the pelvis and vulva, and compression stenoses of the left renal and common iliac veins. Although PeVDs are associated with venous lesions of the pelvis and retroperitoneum and have specific clinical manifestations, they are one of the forms of CVD and constitute a separate cohort. A number of studies on the VAD usage in PeVD indicate the wide possibilities of this type of treatment in eliminating chronic pelvic pain (CPP), the most dramatic symptom of PeVD, which is the main cause of disability and decreased quality of life, social and daily activity in women with PeVD. Currently, a variety of VADs are presented on the pharmaceutical market, which, according to the product labels, provide effects not only on the venous outflow from the lower extremities, but also on venous hemodynamics in the pelvis. At the same time, a literature analysis shows that micronized purified flavonoid fraction (MPFF) has the greatest evidence base obtained in the efficacy and safety studies of VADs in PeVD. Nevertheless, patients are rarely interested in the scientific dossier of drugs, and in the real practice the patients with PeVD and CPP most often ask: ""What is the best drug to use for the CPP relief?"" This is quite understandable, as it is CPP in PeVD that results not only in disability, but also in family conflicts, psycho-emotional stress and depressive states. In this regard, patients seek to get rid of pain as soon as possible and strive to use the most effective drug. An extensive scientific base of comparative studies on the use of various VADs in patients with CVD and PeVD has been accumulated to date. However, the literature is lack of any data on the comparative efficacy and safety of VADs in the treatment of patients with PeVD. This, in turn, makes not possible for doctors and patients to choose the optimal and most effective drug based on the objective research data. All the above has predetermined the purpose of the planned study as evaluating the efficacy and safety of different VADs in the treatment of female patients with PeVD."
NCT06584786,Therapeutic Effects of Jing Si Herbal Tea for COPD,https://clinicaltrials.gov/study/NCT06584786,"Chronic obstructive pulmonary disease (COPD), a leading cause of global mortality, significantly impairs health-related quality of life (HRQL). COPD is characterized by airway inflammation and lung tissue damage. Jing Si herbal tea (JSHT) is known to have anti-inflammatory effects but has not been explored for treating COPD. This study investigated the potential of JSHT as an adjuvant therapy for COPD. This randomized controlled study focused on patients with COPD in the exacerbation and stable phases. The control group received the standard treatment, and the JSHT group received the standard treatment plus JSHT. Both groups underwent HRQL assessments, blood tests, and cellular studies involving five different groups to assess the effect of JSHT on damage-associated molecular patterns (DAMPs) and inflammatory markers."
NCT06584773,Efficacy of a Quadruple Immunosuppressor Regimen With mTOR Inhibitors in Sensitized Kidney Transplant Patients,https://clinicaltrials.gov/study/NCT06584773,"In this study, sensitized renal transplant recipients, who present an increased risk of acute rejection, will be evaluated for the benefit of quadruple immunosuppression, adding sirolimus to the traditional scheme with tacrolimus, mycophenolate, and prednisone."
NCT06584708,Effect of Low-Volume HIT vs. MIC Exercise in Individuals With Increased BMI,https://clinicaltrials.gov/study/NCT06584708,"To compare the effect of low volume high intensity training and moderate intensity continuous exercise on Rate Pressure Product (RPP) and functional capacity. Limited literature available on effectiveness of Low-volume HIIT in comparison of other Aerobic interventions in obese individuals. In our community, people are sedentary and not involved in routine exercise because of increased weight, so Low volume HIIT would be safe and convenient for such individuals to perform. There is also limited studies available on female gender so both genders are included in this study."
NCT06584695,Analgesic Efficacy of External Oblique Intercostal Block vs Subcostal Transversus Abdominis Plane Block in Open Surgical Nephrectomy,https://clinicaltrials.gov/study/NCT06584695,To compare the efficacy of unilateral ultrasound-guided oblique subcostal transversus abdominis plane block with unilateral ultrasound-guided external oblique intercostal plane block in providing intraoperative and postoperative analgesia in cancer patients undergoing open nephrectomy.
NCT06584682,Effects of Sub Occipital Muscle Inhibition Technique on Hamstring Flexibility in Post-laminectomy Patients.,https://clinicaltrials.gov/study/NCT06584682,to find out the effects of sub-occipital muscle inhibition technique in combination with upper cervical spine exercises on hamstring muscle flexibility in post-laminectomy patients.
NCT06584617,The Purpose of This Study is to Assess Clinical Efficacy and Safety of Berovenal® Intended to Promote Treatment and to Expedite Chronic Diabetic Foot Ulcer Healing,https://clinicaltrials.gov/study/NCT06584617,"The goal of this clinical investigation is to evaluate clinical efficacy of medical device Berovenal® intended to promote treatment and to expedite healing of chronic diabetic foot ulcer in male or female subjects aged 18-85 years with diabetes mellitus (type 1 or 2) and with present diabetic foot ulcer by providing moist environment similar to intracellular environment of the damaged tissue. It will also learn about the safety of medical device Berovenal®.

The main questions it aims to answer are:

* Does medical device Berovenal® lower the size of diabetic foot ulcer?
* What medical problems do participants have when using medical device Berovenal®?

Researchers will compare medical device Berovenal® to a reference device (device with similar purpose of use).

Participants will:

* Use medical device Berovenal® or a reference device every day for 8 weeks or to the time point when the diabetic foot is closed
* Visit the clinic once every 2 weeks for checkups and tests
* Keep a diary of their symptoms and the number of times they use medical device Berovenal® or a reference device"
NCT06584565,A Multicenter Study Based on Multi-omics Analysis to Predict the Early Prognosis and Recurrence Risk of Acute Ischemic Stroke,https://clinicaltrials.gov/study/NCT06584565,"Through a multicenter prospective AIS cohort study, we analyze the potential association of human proteome, microbiome and metabolome alterations with AIS prognosis, searching for key proteins, differential organisms and metabolites, combining experimental data at multiple molecular levels with computational models, and establishing early prediction models through machine learning-based prediction algorithms. While closely tracking the recurrence of stroke in AIS patients, we evaluate the predictive value of human proteome, microbiome and metabolites for stroke recurrence through a nested case-control study, which provides key reference information for exploring the unknown residual risk of AIS recurrence."
NCT06584435,A Study of Toripalimab in Adjuvant Therapy After Resection of High-risk Renal Cancer Tumors,https://clinicaltrials.gov/study/NCT06584435,"This is a phase II study to investigate the effect of treprolizumab on tumor control and survival in high-risk renal cancer after radical nephrectomy. Patients will be treated with treprolizumab, which will be administered every 3 weeks until tumor recurrence or intolerable toxicities"
NCT06584396,"Evaluating Mechanical Properties of Post-Mastectomy Skin Flaps to Estimate Reconstruction Risks, the EMPOWER Study",https://clinicaltrials.gov/study/NCT06584396,This study evaluates the skin and surrounding soft tissue that is removed during an implant reconstruction after a mastectomy.
NCT06584383,"A Prospective, Randomized, Controlled Trial to Test Safety and Effectiveness of Unilateral Exablate MR-guided Focused Ultrasound Subthalamotomy in Patients With Early-Stage Parkinson's Disease",https://clinicaltrials.gov/study/NCT06584383,"This prospective, randomized, multicenter study aims to evaluate in Early-Stage Parkinson's Disease (ESPD) patients the safety and effectiveness of treatment with Exablate MRgFUS subthalamotomy vs best medical treatment."
NCT06584357,"Development of a Database to Investigate Digital and Blood-Based Biomarkers and Their Relationship to Tau and Amyloid PET Imaging in Older Participants Who Are Cognitively Normal (CN), Have Mild Cognitive Impairment (MCI), or Have Mild-to-Moderate AD Dementia",https://clinicaltrials.gov/study/NCT06584357,"Bio-Hermes-002 is a 120-day cross-sectional study that will result in a blood, CSF, retinal, digital, MRI, and PET brain imaging biomarker database that can be used to determine the primary objective. Digital biomarkers and blood-based biomarkers will be tested to determine whether a meaningful relationship exists between biomarkers alone or in combination with tau or amyloid brain pathology identified through PET images."
NCT06584318,Exploratory Study of Intermittent Hypoxia Intervention on Colorectal Cancer,https://clinicaltrials.gov/study/NCT06584318,This study aims to explore the safety and efficacy of intermittent hypoxia intervention on patients with colorectal cancer.
NCT06584292,Comparison of Caudal Block and Retrolaminar Block for Circumcision,https://clinicaltrials.gov/study/NCT06584292,"Primary Outcome:

Analgesic Efficiency: The primary outcome is the comparison of the analgesic efficacy of the retrolaminar block (RL) versus caudal block (CB) based on postoperative pain scores measured by the FLACC score. This outcome aims to evaluate how effectively each block controls postoperative pain.

Secondary Outcomes:

Analgesic Requirements:

The amount of analgesic required within the first 24 hours postoperatively. The time to the first analgesic requirement. These will be recorded during postoperative follow-up visits at 30 minutes, 1, 2, 4, 6, 12, and 24 hours by an anesthesiologist who is blinded to the study groups.

Postoperative Complications:

Urinary Retention: Defined as a distended palpable bladder associated with pain.

Motor Block: The presence of lower extremity motor block will be evaluated using the modified Bromage scale (0: No motor block; 1: Able to move the legs; 2: Unable to move the legs).

Ecchymosis and Hematoma: The presence of ecchymosis (discoloration of the skin due to blood infiltration in the subcutaneous tissues) and hematoma (abnormal swelling or hardening caused by the accumulation of blood) at the injection site will be assessed."
NCT06584279,"Diagnostic Value of MRI-targeted Plus Index-lesion-ipsilaterally Systematic Biopsy for Biopsy-naive Men at Risk of Prostate Cancer: a Prospective, Multicenter, Paired, Non-inferiority Trial",https://clinicaltrials.gov/study/NCT06584279,"Targeted and systematic biopsy stands as the prevalent diagnostic approach for prostate cancer. Despite its widespread use, this method is characterized by a high volume of needle biopsies. A refined approach, termed targeted and index-lesion-ipsilateral systematic biopsy, as one of targeted and regional systematic biopsy methods, aim to reduce the number of biopsy cores while maintaining an adequate positive rate. However, the absence of robust evidence necessitates further investigation. This study employs a prospective, multicenter, paired, non-inferiority design to assess the diagnostic efficacy of targeted and index-lesion-ipsilateral systematic prostate biopsy in comparison with the conventional targeted and systematic biopsy for the detection of clinically significant prostate cancer (csPCa). Eligible participants were identified as those with target lesions on prostate MRI, who subsequently underwent targeted and systematic prostate biopsies. The index lesion was defined as the one with the highest Prostate Imaging Reporting and Data System (PI-RADS) score; in cases of multiple lesions with identical PI-RADS scores, the lesion with the greatest diameter was prioritized. Post-biopsy pathological data were collected and evaluated using the International Society of Urological Pathology (ISUP) grading system, which classifies patients with a grade of 2 or higher as having csPCa. The study's primary outcome was to calculate the confidence interval for the difference in csPCa detection rates between the two biopsy methods under a paired design. This interval was then compared against a pre-specified non-inferiority margin to determine whether the targeted and index-lesion-ipsilateral systematic biopsy method is non-inferior to the standard targeted and systematic biopsy in detecting csPCa."
NCT06584266,Multimodal Cardiac Imaging Registry in Patients with Atrial Fibrillation,https://clinicaltrials.gov/study/NCT06584266,"The goal of this observational registry is to collect a curated dataset of multimodal imaging data that will serve for development of artificial-intelligence based solutions for prediction of risk and outcomes in patients with atrial fribrillation.

Type of study: observational study

Study Participants: Patients with atrial fibrillation or atrial flutter who undergo clinically indicated transesophageal echocardiography before catheter ablation or cardioversion.

We hypothesize, that automatic analysis of video images of transthoracic echocardiography with deep learning combined with clinical data can predict the presence of left atrial appendage thrombus (LAT). Therefore, our main aim is to create and validate an artificial intelligence model to predict the presence of LAT based on automatic analysis of transthoracic echocardiography with artificial intelligence."
NCT06584253,Digital Addiction Among University Students,https://clinicaltrials.gov/study/NCT06584253,"The aim of this study is to contribute to our understanding of digital media addiction by investigating the prevalence of digital addiction among university students and examining the relationship between variables such as body awareness, physical activity levels, hand grip strength, upper extremity function and pain-dash, quality of life, depression, stress, anxiety, sleep quality, and cognitive levels and digital addiction."
NCT06584201,Effects of Erector Spina Plane Block and Paravertebral Block on Early Postoperative Pulmonary Function Test Parameters,https://clinicaltrials.gov/study/NCT06584201,"The pain experienced by participants after minimally invasive chest surgery (VATS) can make it difficult for them to take deep breaths, which can lead to problems with lung function. This can cause serious problems such as lung collapse, low oxygen levels, and infections, making recovery longer and more difficult. Managing pain well after surgery is important to prevent these problems and speed up recovery. In this study, we aimed to compare two pain relief methods, Erector Spinae Plane Block (ESP) and Paravertebral Block (PVB), in participants who underwent VATS. We will look at which method causes the smallest change in lung function before and after surgery."
NCT06584162,Subcutaneous Interval Lengthening of Vedolizumab for Economic Research,https://clinicaltrials.gov/study/NCT06584162,"Rationale: Subcutaneous vedolizumab is an effective maintenance therapy for patients with inflammatory bowel disease. Patients using subcutaneous vedolizumab (every 2 weeks) have higher vedolizumab serum trough concentrations than those who are treated with intravenous vedolizumab (every 4-8 weeks). Since biologic therapies such as vedolizumab are expensive, lengthening of the injection interval (de-escalation) is of interest to reduce health care costs. However, maintaining remission while extending vedolizumab injection intervals has not been evaluated yet but represents a critical component of both medical and societal costs. Studies have suggested that higher vedolizumab serum concentrations are associated with superior clinical outcomes. Our strategy is to administer subcutaneous vedolizumab with prolonged intervals using therapeutic drug monitoring, i.e. dose based on vedolizumab concentrations, to reduce medical and societal costs while preserving remission.

Objectives: To evaluate whether subcutaneous vedolizumab therapeutic drug monitoring (TDM)-guided de-escalation will be cost-effective, compared to normal dosing regimen in patients with inflammatory bowel disease in remission. The secondary objective is to investigate the efficacy of TDM-guided de-escalation subcutaneous vedolizumab dosing compared to standard dosing.

Study design: This is a single-centre, randomized controlled, open-label pilot study.

Study population: 40 patients with inflammatory bowel disease (Crohn's disease or ulcerative colitis) in steroid-free clinical and biochemical remission with subcutaneous vedolizumab maintenance therapy of 108 mg every other week for at least 6 months.

Intervention: Patients will be randomized (1:1) to the 'TDM-guided subcutaneous vedolizumab de-escalation' strategy versus 'standard care' (e.g. continuing standard subcutaneous vedolizumab dosing regimen of 108 mg every other week).

Main study parameters/endpoints: Primary endpoint: cost-effectiveness of the TDM-guided de-escalation group compared to the standard dosing group over 48 weeks. Secondary endpoints include: proportion of patients with sustained clinical remission (based on Harvey-Bradshaw Index or Simple Clinical Colitis Activity Index), proportion of patients with (sustained) biochemical remission (based on c-reactive protein and fecal calprotectin), pharmacokinetic differences (vedolizumab levels and immunogenicity), safety and quality of life (measured by SIBDQ and EQ-5D-5L)."
NCT06584084,Technical and Clinical Validation of the WPM-SEMG Prototype,https://clinicaltrials.gov/study/NCT06584084,"Validation study designed to demonstrate the technical and clinical performance, and the safety of a new medical device in healthy volunteers and patients with myopathy or neuropathy. The medical device is the WPM-SEMG prototype designed for recording electrophysiological signals of muscles."
